QC_Result,Filename,TIC_RSD_TopGroupWindow,TIC_RSD_WindowBest,Summed_TIC,TIC_Time,TIC_RSD_Window
pass,20250310_NIST_Splash_BUME_PE_r2-NIST1950_Splash_BUME,11.6,10.03,57280,4.28,"[19.53641177728379, 10.031727009313649, 10.031727009313649, 13.181578088927544, 19.867950124147544, 18.995182983694107, 19.920107921105178, 24.75300945155978, 29.45929562327194, 30.025875811912993, 31.11621778127741, 28.81579070993338, 27.938029243921203, 28.666343667430965, 18.945100692526285, 16.11815203772336, 22.793228161013086, 21.73688982249243, 22.345148091406003, 21.908902300206645, 21.908902300206645, 24.196119823710703, 24.561655502016, 27.129319932501073, 28.049862695912715, 26.08695652173913, 25.88568003428513, 25.56395167027195, 21.475156255132028, 21.690419981967132, 11.710203431264192, 15.061311370164152, 18.675891607514757, 23.85411810072336, 24.056261216234407, 23.0581239858248, 23.0581239858248, 23.489463761290516, 20.3112921905398, 24.33693697607426, 20.431542199909103, 18.55674047563014, 18.698550640244438, 18.41978760867753, 19.957637426976838, 20.186371397105965, 12.074101774335796, 12.580079314924092, 14.82442400324541, 23.11695087986051, 28.796561010637493, 26.689788757346307, 29.077794246561943, 30.29069556079667]"
pass,20250320_TGL_Splashmix_SolventTests_StandardSolvent_r2-6_3_1 MeOH(20mM NH4 Formate)_ACN_IPA,1.58,1.17,11337300,1.5,"[8.814395832002168, 8.118406330084152, 7.816832980725505, 8.506610471774483, 11.901892283972774, 13.990702597058025, 13.644255856818452, 12.18559001873894, 9.274465354741142, 8.089840301638423, 6.173928169343883, 14.213303937662708, 16.494966918672223, 17.479208872195535, 16.558289205805888, 15.88061325130164, 10.936526204367555, 10.145392009865422, 7.7829365261753365, 8.077719621079508, 7.50197129446942, 6.5882766247321225, 6.842890761099538, 6.871663518466149, 6.892976332224697, 10.046766609151621, 8.380708395347249, 8.277790301164242, 6.976145333060339, 7.080376187598235, 5.684861890929719, 2.5342432691311827, 5.222723304304438, 6.111399299196261, 6.447558732585092, 7.354961668930719, 6.856489290942291, 7.377646553025589, 10.51516124815012, 9.605327608120302, 9.37098059064729, 9.305141099958139, 8.616929122257387, 8.63981987054491, 7.5483795143144485, 3.9288690302585407, 4.38792986284492, 4.024283302054952, 6.0947461857729195, 7.302778604414363, 7.302778604414363, 8.955465530369953, 13.014438842164033, 13.024755457757795, 12.349700467114067, 12.769518182304829, 11.112827476859968, 10.227219621465562, 9.902566959412924, 5.355510524784449, 6.130537920118305, 7.094038494509252, 5.028851941731021, 4.159546104663349, 4.423150001578223, 4.296666863265329, 3.811591253423626, 5.6859294383106675, 6.882584533095826, 10.712204844261846, 10.016837686606667, 10.506318370162454, 10.36402693511098, 8.552422455368172, 8.597489054809754, 9.370118937475931, 8.875805906837975, 9.946570148249284, 9.919353930604762, 7.654884951674198, 8.380746299006677, 8.373673098819918, 9.22862220882345, 7.111950157039412, 6.598823110437118, 8.052712768466016, 8.055228652243885, 7.74112868026008, 7.681162383419069, 5.4663882318528385, 5.559963448808318, 6.605921181505738, 6.325121240151055, 7.209356993317035, 7.038040035066389, 9.16340613143984, 8.87572636568515, 13.514492874458403, 13.446054922358327, 10.120416025490242, 12.033555700792121, 10.570290001905342, 10.39322628718464, 8.89981023665693, 9.06719300259774, 9.581102003683052, 8.067193736807935, 7.12342368881068, 5.877339044734596, 5.530373904769054, 4.081378784833546, 4.202940781146988, 4.458102970494246, 5.053760781347639, 7.828129642610938, 7.806288808656806, 6.699139662838969, 7.327266996620711, 7.9791361577007835, 7.830419343713883, 8.03251448468059, 6.937034646182775, 7.481114445769717, 9.017889884167081, 8.393382841396027, 8.89765657783984, 8.53376989255434, 8.566889995653769, 8.71281872401131, 8.830434631947785, 6.4078405241702, 6.558044414407821, 5.233861888250643, 4.9401557148202455, 5.96050285784814, 5.561796024424414, 10.72285312079881, 10.3710692778352, 11.569661297543437, 11.376193855141125, 12.114744196295295, 11.04860618862116, 12.252399637329018, 10.620976191894211, 11.296788813974853, 12.657631482813056, 14.522922206472568, 13.956783578137074, 14.291501517008347, 12.202992825743857, 10.902953181824726, 10.908346362964442, 9.763420190664126, 8.983158475414882, 10.053156710236976, 10.906211989842655, 10.545269969780131, 10.617349044599193, 11.026060349545237, 10.703809294154595, 10.184305801022225, 9.828837447404009, 9.048515672962981, 8.984744897822978, 10.54347115457318, 12.872859124416436, 13.72390469896921, 9.231846068188645, 8.16465378164716, 8.11910023248384, 8.92766822709603, 9.01625586152988, 8.191593686174159, 6.724375032150416, 3.3458372015449234, 4.197751276729992, 5.378455659048615, 8.526414359522153, 9.213966727102019, 8.825988187718856, 8.714498708941095, 8.669388756444071, 9.577060430634475, 9.636096497430376, 7.5299442544685276, 6.323045452020043, 6.337298726953748, 7.119818856606449, 8.399918386354596, 7.9910585965120715, 8.010208501145042, 7.485632052047718, 11.568456594438047, 11.572474227664683, 9.921260308608375, 10.137512753891063, 10.455275879573943, 9.422683886528342, 6.1440633823156405, 6.319765828414614, 5.2730475264938255, 5.600162404063944, 5.302476762544921, 6.913246343299795, 6.967710537903077, 4.175264374465803, 4.866172353632168, 6.3156874070888875, 7.171061260155315, 7.670958425066105, 7.448332235332296, 6.734807975341468, 6.774569183292253, 7.443830403304013, 6.5927960331471915, 4.1890901702271375, 7.054890473819205, 6.575409016831907, 6.33857356137005, 6.552443082040786, 7.209000065294335, 6.483163222695673, 8.13524779777111, 6.861624859630128, 7.021667097630849, 7.354986288603651, 7.814614620266841, 5.926615166565014, 5.679869223855736, 5.044010140222896, 4.417996315765365, 4.423724548605641, 4.207635089960108, 3.3272730607678547, 2.618995334116204, 1.8555372576085898, 1.1710565587119555, 1.3007221442132102, 1.2916730594686194, 1.8589705491187916, 2.1562544277971654, 3.447458485101619, 3.7334766764913763, 3.8963126643665213, 4.02250565572856, 4.123734604545298, 3.8855836442713705, 3.7553230589373072, 1.989894158355337, 2.426344596916916, 2.279616202311243, 3.2697225684520186, 3.138554641232853, 3.7055237774776115, 3.7692017919640093, 3.9363340921156635, 3.8090507866571337, 3.7986935689191386, 2.9499333415562607, 2.7025835230546873, 2.7521920496868746, 3.720206811137803, 5.555190515306626, 7.212120088913062, 7.341745601079102, 7.952031654687904, 7.820490048146979, 7.878213747535151, 7.738290266176256, 6.36848485593622, 4.697587447567296, 5.791502634780868, 5.078362066885562, 5.752375272187997, 5.246155488552126, 7.639406532603045, 7.363942537357965, 9.664442998596543, 9.360069999583514, 8.383513192919676, 6.6648990500904, 6.798038932908029, 7.180518829638012, 6.894136163746693, 6.4162679713858655, 6.371058035560472, 6.030512312371368, 4.984329720599778, 4.097527579390904, 2.9263215909911855, 3.0822007248391996, 3.39338478271948, 3.6924725998619623, 3.5225036048526523, 4.08271638560093, 3.932030525807728, 4.169636447589831, 4.547331282792662, 4.356980769777984, 4.301245074192717, 4.7686908096556095, 3.9166089786943257, 3.901591942694, 3.173962724888363, 4.4527695347433305, 4.435902754807503, 4.395474919001917, 4.4157225601911465, 4.127913768063387, 4.922334250493727, 4.860172937565171, 4.047176792034432, 4.138497239461044, 3.855932239336448, 3.570206460037377, 3.5033782013466666, 3.0876475775397703, 5.800951011349496, 6.859703212897304, 8.135620155759293, 8.027944023793554, 8.221870305763893, 8.011520211682415, 7.965770648455359, 6.231698089445905, 5.578756592815143, 4.815123868321479, 4.971696351574538, 4.533957999115238, 5.248952344591892, 5.320520400094683, 6.680315113302628, 6.9376650555500925, 5.91956000622645, 6.247907389152715, 6.116175906224613, 6.138407761891295, 5.797338392860866, 4.7783699030151645, 4.438127715841369, 4.401238928726451, 4.287934608538432, 5.5074343523697005, 6.17240531896641, 6.759097893894605, 7.748179582961873, 7.749331105377029, 7.844977869150046, 7.516620458509517, 8.029491679148462, 7.535283277394267, 6.74687288424935, 5.609574045474899, 5.618170333241639, 6.402420479408012, 6.43750179182975, 6.00758197605874, 6.683694952906796, 7.1956139109368875, 8.35486877543601, 8.52462730691413, 7.144912878794515, 7.055854070170247, 4.512051303184318, 4.8583312541748285, 4.889757850207742, 3.182729023467766, 2.7422951241071893, 2.331755312611381, 2.7362835591216346, 2.8854939839907097, 2.9785180764710875, 2.861828348595064, 4.060360102641921, 3.912204966875273, 3.937915422673606, 3.584022067956457, 4.1752666070167805, 4.017553401004712, 4.015891614667398, 4.209761802640299, 4.815455178813237, 5.331720619737911, 6.079676761873776, 6.171312358740945, 6.945509002629545, 6.707552484618855, 6.942796100669618, 7.39461757313286, 7.130443853045307, 5.904372819744983, 5.969497852560865, 5.730665891075976, 6.6607870694004365, 5.987416926183025, 6.132809889714643, 6.116771308582464, 5.44623747534221, 4.542185276281144, 4.678077168816854, 3.909842526030495, 5.042195492352153, 6.096440005765572, 6.008904577798409, 6.604879897852427, 6.069268088253521, 5.865436877320639, 5.862490188101131, 3.671468788677675, 4.372681301257389, 5.625491062528335, 5.504395934478789, 5.073634843275829, 3.333936605393087, 2.3092015819665934, 3.03181206013117, 4.83016926085642, 4.526772626243412, 4.181264896830211, 3.3465421888536997, 4.461371240096798, 4.278442862217937, 4.588155909675535, 3.134206002510722, 3.26461155292809, 5.04310191877844, 5.326975954553279, 4.8176506178758, 4.91631947947357, 4.94384665416324, 4.913845632094339, 4.858213527563941, 5.727006566375175, 6.326492865050827, 6.187176162684217, 7.683902547182693, 7.874226573323162, 7.834388742806353, 8.942841806063297, 7.685784640303642, 6.566425107450219, 6.937181360740835, 5.983606291147728, 4.4736033556458645]"
fail,20250310_NIST_Splash_BUME_PC_r1-NIST1950_Splash_BUME (2),,,0,1063.26,[]
pass,20250310_BLANK_BUME_DG_18-1_r3,18.92,16.62,29000,2.77,"[28.428171364646843, 38.103173776627216, 46.47690405494615, 49.349491913677355, 32.203059435976535, 34.94787785641164, 38.37437416548435, 34.92533187507833, 35.398538341636886, 28.067056559787662, 25.46893532652409, 27.210252370693244, 27.938558961290276, 20.238092846591403, 16.621271511730583, 21.50606362788054, 25.982292270787212, 36.74872027451562, 38.65451322374384, 38.97098500915555, 31.05136595745333, 21.621744487642168, 33.60768638305884, 33.34976583782337, 27.297422438500284, 27.297422438500284, 31.272592096539658, 28.51352018487604, 28.16150141716152, 18.924236358783023, 19.21419228552648, 26.47325364023238, 31.73389509576769, 30.550504633038933, 32.397473807565305, 31.83690896671872, 29.9090550898847, 33.166247903554, 33.166247903554, 26.762911716144988, 28.957583923156754, 28.903130392780252, 39.67460238079361, 43.92240904531006, 48.84204405519605, 42.31587892051194, 43.29951293945196, 42.73992593281827, 23.58714773463062, 18.223857123907795, 23.140479053669857, 21.28050658589377, 20.286020648339484, 25.1411686154619]"
pass,"20250327_TGL_SerumLipidExtract_DG_18-0-Serum,Human,Male,ABPlasma,SigmaAldrich",16.46,14.49,50120,3.1,"[39.35079222181999, 45.055712827372325, 49.049628260579006, 44.4446004254929, 44.4446004254929, 41.283264552621404, 30.01542813164466, 34.54584834477339, 29.699300212637596, 17.233972063296534, 14.49360670338448, 14.49360670338448, 19.42717554972819, 19.42717554972819, 16.57102538404637, 21.080876477442754, 23.822210048553732, 28.351954665125533, 28.97109269147139, 35.52467795046459, 36.902638521100336, 39.05336314259694, 36.84927883892621, 35.04383220252312, 33.31791309991269, 33.669591716588904, 24.340253011558172, 21.79466909356222, 21.01252974908844, 20.670250585303975, 23.32738938930522, 23.57294636110713, 20.422405871658682, 22.90768257355073, 16.513786288129154]"
pass,20250310_BLANK_BUME_PC_r1,12.59,10.46,153400,5.25,"[55.04830550782578, 44.58506566639661, 37.32747535290417, 30.285848641471198, 18.90215254532371, 20.012264757911353, 19.013076696531293, 18.988605869860272, 18.57703384609418, 19.07389140509438, 21.871337122444746, 23.036107210464777, 25.467646972257747, 24.17728350611444, 22.376590488924567, 14.885426715294809, 15.950428374603975, 14.96834031232363, 20.50336069033754, 22.254795270557654, 21.023540482395873, 20.854055902209346, 19.58806394001894, 17.671830794157543, 17.78455867531255, 15.088975706469368, 14.07180919425798, 10.455835867755583, 13.43309889581976, 12.600860633490454, 13.319177680597077, 13.283696747764292, 12.954996462241377, 12.95061139945023, 15.739840446714565, 13.950071004272132, 15.287861870953778, 13.67718483723142, 13.331305055751812, 14.882135799616005, 14.599616054106889, 13.501440912760678, 14.33585205660514, 14.335852056605141, 14.450828003276353, 16.94378427487095, 15.417365601191255, 15.602500329399954, 15.612948867385715, 17.673778959580574, 19.768406252367342, 23.04278714836663, 21.215398733959702, 22.05498146441084]"
pass,"20250327_TGL_SerumLipidExtract_PE_wSPLASH-Serum,Human,Male,ABPlasma,SigmaAldrich",15.12,12.96,473520,4.52,"[58.116723619817755, 58.052247263431056, 42.923618419319794, 29.62263943035131, 20.21827682820856, 19.80963782086604, 20.498368250756275, 20.206358183204845, 26.38566878872308, 29.744134884378205, 36.43475094933456, 37.491158591081, 39.55135973116932, 41.808656973162655, 42.17409022526159, 40.078231252559036, 38.740866465336865, 29.58183715779597, 14.516784429655086, 17.523913735679756, 16.679512241571278, 15.813773243476149, 12.960924821592817, 13.234593219526422, 18.795606288270285]"
pass,"20250327_TGL_SerumLipidExtract_DG_18-1_wSPLASH-Serum,Human,Male,ABPlasma,SigmaAldrich",7.81,5.9,401240,3.01,"[16.491903248139593, 18.075524502074575, 14.20228796390797, 52.976049206037004, 58.31870374687854, 53.153904340904134, 47.87036556415046, 38.205421304574635, 30.02660501292331, 10.08505233004305, 10.245857302071098, 10.245857302071098, 12.513530642880994, 10.670125773487328, 10.124063113495556, 9.786410953746746, 9.786410953746746, 9.81650946772157, 9.605895751557977, 7.873915532931329, 8.177332361339957, 8.989152585977923, 8.16280206635557, 10.069429429562145, 9.908413311161578, 11.196797944524919, 10.702705185600896, 12.8525531871253, 12.517480339778261, 10.97487994943238, 9.84666358451209, 11.278793528406169, 8.422119966834101, 8.422119966834101, 5.90342546645109, 9.416221990915764, 9.30941947852424, 9.349342243071257, 10.543265445008261, 9.677422969397597, 10.072367496865587, 10.09706834374809, 11.218710155317844, 10.652935595538255, 8.955453230864698, 8.343325283213273, 10.008342624876988, 11.755619824913174, 11.031000868103998, 10.690331874749564, 11.44755020616714, 13.014878470270128, 13.478478993902938, 12.49105282536123]"
fail,20250310_BLANK_BUME_PE_r3,30.61,26.16,13000,4.28,"[41.987652505980414, 41.987652505980414, 45.28555233184199, 46.97784223932721, 50.11254684928368, 47.474075860282724, 50.986305898931306, 53.33247244484256, 53.33247244484256, 47.19611445777909, 52.70462766947299, 49.20196473041837, 59.54130321390381, 53.70351477745302, 38.17059318725492, 41.614550740496206, 43.55854880690797, 43.55854880690797, 37.58670531805983, 26.156383133010248, 55.11676516633337, 55.38892305924108, 48.153400710645556, 48.49826606736855, 41.151384503556955, 28.62794489044119, 31.773490747161542, 31.773490747161542, 33.33333333333333, 34.75074841164636, 34.015067152490374, 34.617248727549395, 31.982163721304037]"
pass,20250310_TGL_PClipidTest_01-Sample001,3.93,3.22,469760,5.25,"[19.518564870314766, 8.930569472984958, 9.548919223327081, 8.981467128059956, 8.785149654067993, 4.891303770354249, 5.0933771022647445, 4.665348526929234, 3.732805719578104, 3.2176169343498264, 3.6946934710952215, 3.6946934710952215, 5.735363417793656, 4.783593020726392, 4.874033950685006, 4.697669192119389, 5.608592809740742, 5.54013895145109, 5.5784134660154985, 5.5784134660154985, 7.530777978466878, 9.264791486123707, 11.172527698549285, 13.555837055194027, 13.348060368825475, 13.079799597385902, 10.215253356724595, 10.319178385288968, 11.215338698917206, 13.121770182985951, 10.973961255752874, 13.507359827541315, 12.981560953983816, 15.135123448182425, 14.890365213048515, 12.555001903988602, 12.131206616308681, 11.68585168412474, 6.014410492065052, 7.273190171208359, 8.327798419138983, 8.458402854738393, 11.18429593780278, 9.934455976395803, 6.0998211813093635, 5.561707889174512, 4.585998991623249, 5.904616988602433, 6.266807782975738, 5.200877899550532, 10.035423296876944]"
fail,"20250327_TGL_SerumLipidExtract_PI-Serum,Human,Male,ABPlasma,SigmaAldrich",26.81,20.28,33480,4.16,"[40.46978975497472, 44.37576486731869, 46.104783284022346, 36.44160170317047, 31.98599841460335, 25.434855654283755, 26.606614913745645, 20.28434196253794, 25.04954424201748, 31.500672584799943, 38.92468981816738, 39.54473426678263, 36.554041044276715, 39.45675922061863]"
pass,20250320_TGL_Splashmix_SolventTests_NoIPA_r3-2_1 MeOH(20mM NH4 Formate)_ACN,1.49,1.36,36252550,1.5,"[4.641617536538315, 2.5665011111442664, 2.6314988562656847, 2.9796573683670227, 3.2450634897983885, 3.4939095555745157, 3.4939095555745157, 2.902099479515907, 4.284514295908197, 3.7207978244797353, 3.70892196126573, 3.9348572063758427, 4.513957000375312, 4.453798457466723, 4.360488195842121, 3.3671091934980626, 3.031470068648603, 3.4615295403101367, 3.593284692027919, 2.346608590803094, 2.0107704394562926, 2.690135827309722, 2.714261198654261, 2.707795655659318, 3.2584602787706354, 3.6511831440940217, 4.149676381980604, 3.9478384252503176, 4.04038210556891, 3.7883853029735133, 3.7589633304605, 4.750478697920495, 4.494013339676414, 4.277398619990127, 4.13317589155268, 3.882113165657371, 4.058522796703653, 3.1561634244660333, 2.7405616964573585, 2.722922655286908, 3.1649423759079456, 3.092642138476868, 3.0992767590490446, 3.019497217828704, 3.184991968159457, 2.982135271261421, 2.7542698361119715, 1.8274119478170794, 4.360184020292814, 4.495702750618256, 4.5092355260836525, 4.006664892840941, 4.045062228867918, 4.238956777207747, 3.769226756821647, 3.578329052088844, 3.6280087338021954, 3.833154622503231, 3.8890309839366712, 4.3221911312043755, 4.37800140532776, 4.557205634350403, 3.5797958110063517, 5.040845170547687, 5.083054532075838, 4.222843714538261, 4.201501958042624, 2.9028220787807526, 3.1266095633380795, 3.586761434483607, 1.6456987383792765, 2.749072485916454, 2.7913316817262794, 2.5010793788360535, 2.1411157341621574, 2.4660159813625655, 2.68485176065701, 2.6095407082247197, 2.820865961854803, 2.8103091769280457, 2.646276419660736, 2.81714111755706, 2.343771020109166, 2.869599376785531, 2.946008666110191, 2.845478724272965, 2.731963864717839, 3.0336285379012917, 3.77069453012392, 3.880446241243021, 4.032148248751534, 4.0958201577125495, 3.5281234120876666, 3.541135065244828, 3.536375713156524, 3.339993821741263, 2.9614590323459464, 2.8825074764797223, 3.0288010647515238, 2.96482343075578, 2.8997363389841713, 3.444412624144292, 3.397113096835844, 3.3276010625571577, 3.237934765860047, 3.2181368568867663, 4.339097160837783, 4.294592517642742, 3.837283291358664, 3.8857691201116102, 3.8731553887420707, 4.140591247268957, 4.380561878280583, 3.524447423156389, 3.5229569053985785, 3.6406262342236886, 3.4513020151575695, 3.2950981831568305, 3.6156283426381934, 3.0922375883598234, 3.3420112133893642, 3.3796521670655646, 3.474270465794497, 3.4961358099133784, 3.794221423403129, 5.113343201234634, 4.96771204509309, 4.9485033614306335, 4.920474470104972, 4.916662954654816, 5.007217339062352, 4.564837227708388, 2.8235494989820915, 3.3991160127000493, 2.936340739778952, 3.1589714439730585, 2.988252385672141, 3.5115605004288604, 3.1517874472843213, 3.235257990611442, 2.6540452023218464, 2.720291125639327, 2.619988702173446, 2.808131374593393, 1.6352646494707763, 1.6531348528739336, 1.9347634687015514, 2.136929355346701, 2.196094147755414, 2.057258046254245, 3.318935442068369, 3.542673677653475, 3.1801459292899104, 3.1695091788479686, 3.1821841110794216, 4.3225032866141335, 4.36178316220635, 3.9286188071637196, 3.4177431411864383, 4.7064893144111855, 4.924667470821391, 5.381295737306225, 4.8826223676551015, 4.6519832241982755, 4.816562621416833, 4.9187489276458125, 4.224048076854349, 3.330757886320451, 2.8992734566222778, 3.638674922832521, 4.064345467998674, 3.6125533283820386, 3.551799141277031, 3.6014049221548285, 3.59284089186039, 3.6971030569273893, 3.2283621704457732, 2.8880250058508095, 2.9130798872562114, 2.36093616354988, 2.29400477110568, 2.2954088387849114, 2.0608940795956037, 2.184411456380101, 1.8454939819516347, 1.8947377028456367, 1.8253428074282763, 1.8085502524134613, 2.507435996934775, 2.507435996934775, 2.4330037284009878, 2.9425084303466598, 2.9381428872721926, 2.9086976310583452, 3.147695685895202, 2.8505619218514053, 3.1301181228441477, 3.4279781397303326, 3.1509227476116153, 3.1346035656535105, 2.5988033334683633, 2.881207354725342, 2.7444744219003994, 2.5104576093490905, 1.8883686446655108, 2.17412944305189, 2.0429395150378524, 2.2016641034750974, 3.1148705809448414, 4.076956087872532, 4.022398227426022, 3.6045237680297695, 2.8150062712074355, 2.224451390096407, 2.8311383868605664, 2.6321631191046797, 1.4739277870056027, 2.0661925415960516, 2.0595850304702656, 2.1965968043173483, 2.8669986102189835, 2.8000542409574343, 2.970902086791023, 2.9327077193797892, 2.6446462742523402, 2.6410891307405313, 2.155067491766853, 1.3551476628525587, 1.9327984335825408, 2.665166676570842, 2.725600643251467, 2.918553896313964, 3.1491412947705912, 3.1291173865048316, 3.250715887080396, 3.938804387502374, 3.08686138889646, 3.088304799523144, 3.118770264721642, 3.58559167864688, 3.725784463417835, 3.897733773257773, 2.3820132481329384, 3.5033105755142215, 3.532648651748503, 3.8171689986331767, 2.9622230777030047, 1.8797451663410545, 2.8063495985090197, 2.7255295727509896, 2.7873990424936044, 3.1118527278218533, 3.11019389623831, 3.936835852144027, 4.20283923169934, 3.7987974422878676, 4.007625967576529, 3.5012534880283592, 3.4615614463641546, 3.529670581597904, 3.426890125511421, 3.418810335842174, 2.9670144773406366, 2.7563014382761506, 2.7667325807128313, 2.972351213414524, 3.2881807685711766, 4.0855371985924895, 4.558327410557652, 4.555691375075848, 4.366071886212641, 4.064308711223143, 4.383600953992739, 3.5890443286686926, 3.6443008710894684, 2.518453551156022, 2.4810937702942604, 2.2800438701503993, 2.370153975658503, 3.052531889256091, 3.3265507471562117, 3.508385744234679, 4.088554384256716, 4.385929652209327, 4.238155572318688, 4.152946640958557, 4.180389171398596, 3.988318430671203, 3.7967027193136755, 3.59100535903261, 3.108637260775995, 3.0252068071227742, 3.4385262640081002, 3.205923319180621, 3.874994376518109, 3.258845249782169, 3.3734805253217095, 3.278932726634619, 3.5459729312490107, 2.691560335831266, 2.046751722638058, 1.965628140054256, 1.8437365242381327, 1.958470690056429, 2.152943415360479, 1.8975965424245924, 1.927188152533733, 1.8776441996597608, 1.6196037696945134, 1.515786143821325, 1.4652323136108383, 1.8215752668128125, 1.8437692635138738, 1.9371125472698554, 2.3488128743905223, 3.0447900141470243, 3.9190619277119225, 3.883498907125519, 3.704923521254775, 3.4450621798175325, 3.4109176279356923, 1.6946954742977953, 1.783781221993996, 1.5744358309872821, 1.5406639106903415, 1.87559250187832, 2.519836215745622, 2.5346819802527567, 2.489422376471463, 2.501734411409522, 2.954273583632933, 3.8228767632404375, 3.6985123532213544, 3.783773470868463, 3.796798891397035, 3.9764010749121956, 3.875658309821031, 3.992547610683802, 1.6475077818841808, 2.541583481536652, 3.320764373841209, 3.3270209268185233, 3.9407831626058805, 3.962563208610655, 4.159545243000664, 4.235531352993145, 4.626902306967228, 3.6829667569467732, 3.7185657184609457, 4.457821643909346, 4.353513105675303, 3.28352300314279, 3.2545818742722545, 3.3473105819378643, 3.2998025449520414, 3.507998324045187, 2.8418647297523485, 2.8639958293686547, 2.8523325835990145, 3.0564548579054494, 2.7867638213633317, 1.9628679728007474, 1.9814576762184848, 2.3266493064445917, 2.484262038864252, 2.4969423535169994, 2.4681415687752883, 2.818871188002848, 3.063662587965438, 3.1720827874732107, 2.7736877981965034, 2.64137337187121, 2.270043236611002, 2.767785731594993, 2.588113241653125, 2.9139822972346576, 2.715001266792832, 2.850677952129872, 2.7115680210533286, 2.7421806109944753, 2.598745648841532, 1.958159123152775, 1.6147502244672736, 1.771078899225245, 1.9279058905834616, 3.814853288647331, 3.8426219700929187, 3.8426219700929187, 4.23482010905786, 4.802275202475077, 4.711258385105918, 4.622780081384126, 4.093984222046292, 4.344139123551469, 4.645331851319959, 4.420358138765533, 4.057926115549456, 4.111569768473252, 2.9715045492791003, 2.4536573748046013, 2.6188047980345504, 3.1131001558018037, 3.2817684307212907, 4.224499812120782, 4.327517227700576, 4.25900928417706, 3.663036760557818, 4.2670346362575335, 3.969701472862376, 4.119966785670654, 3.3348068829994255, 3.2463856857734585, 3.2421671634736566, 3.144922159786226, 3.0491348218386953, 3.5893752711407156, 4.027769968053448, 3.8419050195321622, 4.274720186717782, 4.240075602318956, 4.223997724504434, 3.723939692940365, 2.6148612865524017, 3.1281422910262084, 3.107621311459028, 2.590813185039123, 2.9024116827542996, 2.9784442370833424, 2.716780385897428, 2.933715757692554, 2.023255815773564, 2.239446614981789, 3.3084947266793154, 3.168485645565486, 3.081543440247936, 3.3018449712608713, 3.0955904474597693, 3.513680982451802, 4.326949565504851, 3.2527928574864107, 3.4438803838770857, 3.4711064055359073, 3.2852462664015847, 3.5329428565887664]"
