% header=SampleName	SampleId	Comments	AcqMethod	ProcMethod	RackCode	PlateCode	VialPos	DilutFact	WghtToVol	Type	RackPos	PlatePos	SetName	OutputFile	_col1Text	_col2Int
2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_16-0.dam	default_id	default_comment	DG_16-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_16-0.dam	custCol1_1	0
2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_16-1.dam	default_id	default_comment	DG_16-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_16-1.dam	custCol1_1	0
2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_18-0.dam	default_id	default_comment	DG_18-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_18-0.dam	custCol1_1	0
2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_18-1.dam	default_id	default_comment	DG_18-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_18-1.dam	custCol1_1	0
2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_18-2.dam	default_id	default_comment	DG_18-2.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_hippo_5xFAD_DG_3.0_SI_DG_18-2.dam	custCol1_1	0
2025-06-18_DryRunTest_PE_3.0_SI	default_id	default_comment	PE.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest_PE_3.0_SI	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_14-0.dam	default_id	default_comment	TG_14-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_14-0.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_16-0.dam	default_id	default_comment	TG_16-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_16-0.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_16-1.dam	default_id	default_comment	TG_16-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_16-1.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_18-0.dam	default_id	default_comment	TG_18-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_18-0.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_18-1.dam	default_id	default_comment	TG_18-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_18-1.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_18-2.dam	default_id	default_comment	TG_18-2.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_18-2.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_18-3.dam	default_id	default_comment	TG_18-3.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_18-3.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_20-4.dam	default_id	default_comment	TG_20-4.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_20-4.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_22-5.dam	default_id	default_comment	TG_22-5.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_22-5.dam	custCol1_1	0
2025-06-18_WetRunTest_TG_3.0_SI_TG_22-6.dam	default_id	default_comment	TG_22-6.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_TG_3.0_SI_TG_22-6.dam	custCol1_1	0
2025-06-18_DryRunTest_PC_3.0_SI	default_id	default_comment	PC.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest_PC_3.0_SI	custCol1_1	0
2025-06-18_WetRunTest_DG_3.0_SI_DG_16-0.dam	default_id	default_comment	DG_16-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_DG_3.0_SI_DG_16-0.dam	custCol1_1	0
2025-06-18_WetRunTest_DG_3.0_SI_DG_16-1.dam	default_id	default_comment	DG_16-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_DG_3.0_SI_DG_16-1.dam	custCol1_1	0
2025-06-18_WetRunTest_DG_3.0_SI_DG_18-0.dam	default_id	default_comment	DG_18-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_DG_3.0_SI_DG_18-0.dam	custCol1_1	0
2025-06-18_WetRunTest_DG_3.0_SI_DG_18-1.dam	default_id	default_comment	DG_18-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_DG_3.0_SI_DG_18-1.dam	custCol1_1	0
2025-06-18_WetRunTest_DG_3.0_SI_DG_18-2.dam	default_id	default_comment	DG_18-2.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest_DG_3.0_SI_DG_18-2.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_14-0.dam	default_id	default_comment	TG_14-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_14-0.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_16-0.dam	default_id	default_comment	TG_16-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_16-0.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_16-1.dam	default_id	default_comment	TG_16-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_16-1.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_18-0.dam	default_id	default_comment	TG_18-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_18-0.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_18-1.dam	default_id	default_comment	TG_18-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_18-1.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_18-2.dam	default_id	default_comment	TG_18-2.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_18-2.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_18-3.dam	default_id	default_comment	TG_18-3.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_18-3.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_20-4.dam	default_id	default_comment	TG_20-4.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_20-4.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_22-5.dam	default_id	default_comment	TG_22-5.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_22-5.dam	custCol1_1	0
2025-06-18_DryRunTest2_TG_3.0_SI_TG_22-6.dam	default_id	default_comment	TG_22-6.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_DryRunTest2_TG_3.0_SI_TG_22-6.dam	custCol1_1	0
2025-06-18_WetRunTest2_DG_3.0_SI_DG_16-0.dam	default_id	default_comment	DG_16-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest2_DG_3.0_SI_DG_16-0.dam	custCol1_1	0
2025-06-18_WetRunTest2_DG_3.0_SI_DG_16-1.dam	default_id	default_comment	DG_16-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest2_DG_3.0_SI_DG_16-1.dam	custCol1_1	0
2025-06-18_WetRunTest2_DG_3.0_SI_DG_18-0.dam	default_id	default_comment	DG_18-0.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest2_DG_3.0_SI_DG_18-0.dam	custCol1_1	0
2025-06-18_WetRunTest2_DG_3.0_SI_DG_18-1.dam	default_id	default_comment	DG_18-1.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest2_DG_3.0_SI_DG_18-1.dam	custCol1_1	0
2025-06-18_WetRunTest2_DG_3.0_SI_DG_18-2.dam	default_id	default_comment	DG_18-2.dam	none	10 By 10	N/A	1	1	0	Unknown	1	0	Set1	2025-06-18_WetRunTest2_DG_3.0_SI_DG_18-2.dam	custCol1_1	0
