SolventMatrix,Cer,PC,PE,PS,TG,Overall_Average_%
124CHCl3MeOHIPA,34.01254953764861,11.529048651229507,10.78942538424412,18.6669476673248,17.26917245231825,18.453428738553058
12CHCl3MeOH,21.06340819022457,0.2990747613082365,1.607673326218331,0.313907314151341,7.868486154337244,6.230509949247944
21MeOHACN,46.19881109643329,100.0,100.0,88.72817623178118,100.0,86.98539746564289
21MeOHIPA,100.0,33.38805672848771,75.6095902982183,100.0,51.51224962094007,72.10197932952921
532MeOHIPAACN,55.82562747688243,13.072656286363053,33.58439775129668,37.62118153381991,61.2640651185061,40.273585633373635
