SolventMatrix,Normalized_Highest_TIC_%,Original_Highest_TIC,LipidClass
124CHCl3MeOHIPA,11.529048651229507,36857520,PC
12CHCl3MeOH,0.29907476130823657,956120,PC
21MeOHACN,100.0,319692640,PC
21MeOHIPA,33.38805672848771,106739160,PC
532MeOHIPAACN,13.072656286363053,41792320,PC
