SolventMatrix,Normalized_Average_TIC_%,Normalized_Std_%,Original_Average_TIC,Original_Std,LipidClass
124CHCl3MeOHIPA,18.72041732192858,0.7366179544680973,650746.6666666666,25605.82225458369,PS
12CHCl3MeOH,0.1507422039814353,0.155885336705545,5240.0,5418.782151000351,PS
21MeOHACN,77.79870354033216,22.885338141333936,2704386.6666666665,795524.867576956,PS
21MeOHIPA,100.0,5.376455632748312,3476133.3333333335,186892.76640184168,PS
532MeOHIPAACN,35.90311073606689,3.1771531281116734,1248040.0,110442.07893733258,PS
