SolventMatrix,Normalized_Average_TIC_%,Normalized_Std_%,Original_Average_TIC,Original_Std,LipidClass
124CHCl3MeOHIPA,11.778061230882576,0.25959918932975284,626666.6666666666,13812.30369392932,PE
12CHCl3MeOH,1.2354434440053426,0.6143584287084938,65733.33333333333,32687.718386778444,PE
21MeOHACN,100.0,9.286836525029468,5320626.666666667,494117.9006404579,PE
21MeOHIPA,59.3416314368984,23.030401530501756,3157346.6666666665,1225361.6852722846,PE
532MeOHIPAACN,27.941320195365453,8.186371441181844,1486653.3333333333,435566.2619319056,PE
