SolventMatrix,Normalized_Highest_TIC_%,Original_Highest_TIC,LipidClass
124CHCl3MeOHIPA,17.26917245231825,86560,TG
12CHCl3MeOH,7.868486154337244,39440,TG
21MeOHACN,100.0,501240,TG
21MeOHIPA,51.51224962094007,258200,TG
532MeOHIPAACN,61.2640651185061,307080,TG
